Date,Open,High,Low,Close,Adj Close,Volume
2021-09-29,225.220001,225.990005,224.279999,224.490005,222.105530,4585500
2021-09-30,225.350006,228.399994,221.940002,222.059998,219.701324,5080200
2021-10-01,223.100006,225.630005,221.020004,225.119995,222.728836,5148600
2021-10-04,224.240005,224.399994,220.539993,221.729996,219.374817,4984000
2021-10-05,222.429993,224.990005,222.100006,223.800003,221.422867,3568200
2021-10-06,221.889999,224.809998,220.979996,224.729996,222.342972,3076000
2021-10-07,226.500000,228.360001,226.110001,226.889999,224.480026,3081300
2021-10-08,227.399994,227.550003,226.020004,226.389999,223.985352,1922600
2021-10-11,226.070007,227.589996,224.679993,224.759995,222.372650,2354900
2021-10-12,225.309998,225.699997,224.160004,224.600006,222.214371,2898400
2021-10-13,225.169998,226.029999,223.649994,225.619995,223.223511,3179500
2021-10-14,227.710007,229.429993,227.500000,229.369995,226.933685,2688800
2021-10-15,230.690002,231.160004,230.270004,230.729996,228.279251,2717900
2021-10-18,230.070007,231.660004,229.449997,231.570007,229.110336,3078300
2021-10-19,232.500000,233.279999,232.110001,233.259995,230.782364,2683100
2021-10-20,233.550003,234.350006,233.389999,234.169998,231.682709,2838400
2021-10-21,233.910004,234.949997,233.669998,234.809998,232.315887,2839800
2021-10-22,234.600006,235.309998,233.320007,234.360001,231.870682,2144500
2021-10-25,235.070007,235.960007,234.100006,235.800003,233.295395,2170100
2021-10-26,236.649994,237.190002,235.460007,235.710007,233.206345,2759900
2021-10-27,236.050003,236.080002,233.990005,234.100006,231.613449,3409600
2021-10-28,234.940002,236.600006,234.779999,236.600006,234.086899,2104900
2021-10-29,235.479996,237.130005,235.369995,236.910004,234.393616,3565900
2021-11-01,237.750000,238.119995,236.720001,238.089996,235.561050,3967500
2021-11-02,238.320007,238.929993,237.910004,238.830002,236.293198,4004800
2021-11-03,238.690002,240.729996,238.300003,240.520004,237.965256,3704400
2021-11-04,241.029999,241.800003,240.529999,241.429993,238.865601,3557000
2021-11-05,242.750000,243.509995,241.389999,242.360001,239.785721,3919400
2021-11-08,243.169998,243.559998,242.429993,242.759995,240.181473,3401400
2021-11-09,243.039993,243.139999,241.190002,242.059998,239.488892,2764100
2021-11-10,241.139999,241.960007,238.729996,239.679993,237.134171,3356500
2021-11-11,240.669998,240.759995,239.960007,239.970001,237.421097,2277100
2021-11-12,240.639999,242.039993,240.210007,241.750000,239.182190,2419900
2021-11-15,242.440002,242.669998,241.139999,241.750000,239.182190,3630500
2021-11-16,241.660004,243.330002,241.410004,242.789993,240.211136,2947400
2021-11-17,242.600006,242.600006,241.429993,241.789993,239.221756,2809000
2021-11-18,242.300003,242.440002,240.520004,242.169998,239.597733,3507700
2021-11-19,242.089996,242.619995,241.330002,241.479996,238.915054,3353800
2021-11-22,242.339996,243.600006,240.250000,240.320007,237.767380,3902900
2021-11-23,240.100006,241.100006,238.240005,240.399994,237.846527,3826200
2021-11-24,239.139999,241.210007,238.630005,241.210007,238.647934,2195400
2021-11-26,237.240005,238.100006,234.940002,235.990005,233.483368,5730300
2021-11-29,238.479996,239.279999,236.520004,238.210007,235.679794,4789200
2021-11-30,236.990005,237.729996,233.100006,233.449997,230.970337,7231400
2021-12-01,236.410004,237.869995,229.880005,230.160004,227.715302,5274700
2021-12-02,230.210007,234.679993,230.089996,233.899994,231.415573,4257400
2021-12-03,234.830002,235.270004,229.020004,231.190002,228.734360,5821900
2021-12-06,232.610001,235.179993,230.949997,234.160004,231.672821,4210600
2021-12-07,237.559998,239.699997,237.339996,239.169998,236.629593,4284700
2021-12-08,239.570007,240.380005,238.639999,240.199997,237.648636,3417400
2021-12-09,239.520004,239.899994,237.779999,237.910004,235.382980,2853800
2021-12-10,239.419998,239.869995,237.570007,239.529999,236.985779,2610800
2021-12-13,239.500000,239.600006,237.139999,237.350006,234.828934,5839100
2021-12-14,235.449997,236.860001,234.050003,235.570007,233.067841,3360400
2021-12-15,235.559998,239.250000,233.850006,239.199997,236.659286,3720700
2021-12-16,240.289993,240.490005,235.660004,236.520004,234.007751,3876100
2021-12-17,235.000000,237.160004,233.339996,235.440002,232.939209,4455100
2021-12-20,232.100006,232.350006,230.070007,232.130005,229.664368,5839800
2021-12-21,234.190002,236.839996,233.220001,236.679993,234.166031,4158800
2021-12-22,236.630005,239.100006,236.550003,239.020004,236.481201,3202900
2021-12-23,239.869995,241.360001,239.500000,240.669998,238.113663,2925100
2021-12-27,240.479996,242.960007,240.339996,242.960007,241.240372,4395100
2021-12-28,243.059998,243.779999,242.039993,242.460007,240.743927,3960900
2021-12-29,242.550003,243.160004,241.710007,242.600006,240.882919,3044300
2021-12-30,243.110001,243.690002,242.000000,242.210007,240.495697,4501500
2021-12-31,242.089996,242.690002,241.440002,241.440002,239.731140,3499900
2022-01-03,242.419998,242.970001,240.860001,242.970001,241.250305,4204000
2022-01-04,243.729996,244.059998,241.350006,242.509995,240.793564,4217000
2022-01-05,242.080002,242.660004,237.199997,237.250000,235.570786,4878300
2022-01-06,237.199997,238.770004,235.539993,237.190002,235.511200,4519200
2022-01-07,237.190002,238.070007,235.320007,236.110001,234.438858,3580200
2022-01-10,234.210007,235.839996,230.970001,235.699997,234.031754,5819600
2022-01-11,235.710007,238.110001,234.089996,238.050003,236.365128,3524800
2022-01-12,239.039993,239.850006,237.309998,238.419998,236.732498,4033100
2022-01-13,239.179993,239.399994,234.479996,234.929993,233.267197,4049300
2022-01-14,233.500000,235.130005,232.309998,235.020004,233.356583,3829900
2022-01-18,232.500000,232.699997,229.940002,230.449997,228.818909,6511600
2022-01-19,231.220001,232.160004,227.899994,228.029999,226.416046,4868100
2022-01-20,229.130005,231.910004,225.139999,225.369995,223.774872,5175100
2022-01-21,224.619995,226.089996,220.830002,220.910004,219.346436,8582600
2022-01-24,217.990005,222.570007,212.100006,222.330002,220.756378,22004300
2022-01-25,219.100006,222.020004,215.639999,219.220001,217.668396,6600400
2022-01-26,222.720001,224.160004,216.050003,218.369995,216.824402,7096400
2022-01-27,220.809998,222.399994,215.899994,216.750000,215.215881,5789200
2022-01-28,217.500000,222.169998,214.929993,222.089996,220.518082,4961200
2022-01-31,222.089996,226.949997,221.220001,226.809998,225.204666,5306400
2022-02-01,227.940002,228.929993,225.139999,228.539993,226.922424,4697600
2022-02-02,229.889999,230.440002,227.990005,230.050003,228.421738,4048200
2022-02-03,226.809998,227.929993,224.130005,224.580002,222.990463,4217700
2022-02-04,224.830002,227.990005,223.320007,226.070007,224.469925,3585300
2022-02-07,226.479996,227.380005,224.839996,225.500000,223.903946,2757300
2022-02-08,225.270004,228.050003,224.479996,227.570007,225.959290,3075500
2022-02-09,229.860001,231.300003,229.600006,231.270004,229.633118,3698700
2022-02-10,228.160004,231.809998,226.139999,227.350006,225.740860,3511200
2022-02-11,227.380005,228.500000,222.009995,222.940002,221.362076,4839800
2022-02-14,222.520004,223.550003,220.300003,222.119995,220.547867,4402100
2022-02-15,224.580002,226.169998,224.399994,226.070007,224.469925,4406200
2022-02-16,225.000000,226.880005,223.809998,226.279999,224.678421,4812400
2022-02-17,224.410004,224.699997,220.720001,221.139999,219.574814,5784600
2022-02-18,221.139999,221.990005,218.210007,219.369995,217.817322,7007900
2022-02-22,218.110001,220.080002,215.059998,216.850006,215.315186,7748900
2022-02-23,218.570007,218.830002,212.570007,212.860001,211.353424,7684500
2022-02-24,207.639999,216.850006,207.000000,216.589996,215.057007,10471000
2022-02-25,217.279999,221.440002,216.160004,221.410004,219.842911,4615100
2022-02-28,219.250000,222.059998,218.250000,221.169998,219.604584,4219800
2022-03-01,220.619995,221.490005,216.330002,217.720001,216.179016,4765000
2022-03-02,219.000000,222.610001,218.419998,221.850006,220.279785,3884900
2022-03-03,222.539993,223.089996,219.190002,220.160004,218.601746,4161700
2022-03-04,218.210007,218.610001,215.850006,217.960007,216.417328,4518100
2022-03-07,217.679993,217.919998,211.220001,211.240005,209.744888,7953400
2022-03-08,211.070007,215.490005,209.279999,210.050003,208.563309,6132200
2022-03-09,214.669998,216.910004,213.570007,215.880005,214.352036,4558400
2022-03-10,213.770004,215.350006,212.300003,214.910004,213.388901,5271300
2022-03-11,216.320007,216.539993,211.699997,211.990005,210.489578,5511000
2022-03-14,212.279999,213.809998,209.270004,209.899994,208.414368,6284200
2022-03-15,211.000000,214.639999,210.500000,214.279999,212.763351,6491000
2022-03-16,216.360001,219.639999,213.990005,219.639999,218.085419,4863500
2022-03-17,218.529999,222.600006,218.279999,222.580002,221.004608,6570100
2022-03-18,221.990005,225.449997,221.429993,225.179993,223.586197,3425100
2022-03-21,225.440002,226.199997,223.070007,224.970001,223.377701,2802200
2022-03-22,225.779999,228.149994,225.600006,227.729996,226.118164,3269300
2022-03-23,225.729996,226.500000,223.929993,223.929993,223.038467,2695400
2022-03-24,225.009995,227.190002,224.330002,227.119995,226.215759,2375100
2022-03-25,227.570007,228.250000,225.899994,228.089996,227.181900,3851100
2022-03-28,228.029999,229.570007,226.479996,229.570007,228.656021,6799400
2022-03-29,231.419998,233.360001,230.449997,233.050003,232.122162,4470500
2022-03-30,232.389999,232.809998,230.029999,231.160004,230.239685,3436400
2022-03-31,230.679993,231.320007,227.610001,227.669998,226.763580,4087000
2022-04-01,228.660004,228.750000,226.630005,228.580002,227.669952,3456400
2022-04-04,228.860001,230.539993,228.380005,230.520004,229.602234,3241100
2022-04-05,229.889999,230.880005,226.580002,227.149994,226.245636,3268800
2022-04-06,225.029999,225.839996,222.940002,224.539993,223.646027,4122000
2022-04-07,224.199997,226.440002,222.639999,225.389999,224.492661,4347500
2022-04-08,224.979996,226.350006,223.910004,224.690002,223.795441,2954800
2022-04-11,223.169998,223.570007,221.000000,221.179993,220.299408,2942200
2022-04-12,222.860001,224.500000,219.740005,220.500000,219.622131,3164200
2022-04-13,220.509995,223.789993,220.270004,223.389999,222.500626,2404600
2022-04-14,223.580002,224.210007,220.610001,220.669998,219.791443,2465500
2022-04-18,220.410004,221.289993,219.149994,220.289993,219.412949,3674400
2022-04-19,220.229996,224.600006,220.229996,224.169998,223.277512,2631200
2022-04-20,225.000000,225.520004,223.399994,223.880005,222.988678,2933200
2022-04-21,225.699997,226.679993,219.699997,220.220001,219.343246,3172100
2022-04-22,219.729996,219.729996,214.020004,214.220001,213.367126,6361400
2022-04-25,213.070007,215.699997,210.789993,215.389999,214.532471,9271800
2022-04-26,214.259995,214.410004,209.250000,209.250000,208.416916,6891100
2022-04-27,209.850006,212.399994,208.550003,209.660004,208.825287,4955900
2022-04-28,211.880005,215.750000,209.449997,214.770004,213.914948,3767700
2022-04-29,212.899994,214.309998,206.710007,206.880005,206.056351,7330500
2022-05-02,207.149994,209.130005,203.710007,208.440002,207.610138,10630500
2022-05-03,208.490005,210.610001,207.880005,209.429993,208.596191,3901800
2022-05-04,209.720001,215.910004,207.690002,215.570007,214.711761,3870600
2022-05-05,213.289993,213.389999,205.460007,207.619995,206.793396,5186700
2022-05-06,206.419998,207.820007,203.110001,205.949997,205.130051,5193900
2022-05-09,203.000000,203.380005,197.860001,198.649994,197.859116,9551400
2022-05-10,201.889999,202.710007,196.550003,199.050003,198.257523,7605000
2022-05-11,198.589996,201.630005,195.149994,195.449997,194.671860,6365500
2022-05-12,194.059998,197.589996,192.119995,195.660004,194.881027,7964900
2022-05-13,197.910004,201.750000,197.740005,200.899994,200.100159,4543200
2022-05-16,200.389999,201.860001,198.860001,199.910004,199.114105,4479400
2022-05-17,203.380005,204.259995,201.160004,204.179993,203.367096,3954500
2022-05-18,201.820007,202.020004,195.440002,196.190002,195.408920,4712200
2022-05-19,194.490005,197.660004,193.880005,195.320007,194.542389,5710900
2022-05-20,197.039993,197.539993,190.660004,195.320007,194.542389,5153300
2022-05-23,196.649994,199.149994,195.460007,198.660004,197.869080,5018000
2022-05-24,196.570007,197.300003,193.320007,196.669998,195.886993,4788700
2022-05-25,195.949997,199.860001,195.779999,198.860001,198.068283,4921900
2022-05-26,199.399994,203.800003,199.369995,202.929993,202.122070,4216700
2022-05-27,204.270004,208.089996,204.179993,208.070007,207.241623,4381100
2022-05-31,207.169998,208.350006,205.190002,206.360001,205.538422,4100900
2022-06-01,207.669998,208.320007,203.460007,205.000000,204.183838,3087800
2022-06-02,205.000000,209.199997,204.000000,209.179993,208.347183,2977800
2022-06-03,206.679993,207.610001,205.300003,205.839996,205.020493,2694100
2022-06-06,208.119995,208.789993,205.910004,206.449997,205.628052,2745500
2022-06-07,204.630005,208.880005,204.350006,208.690002,207.859146,3350500
2022-06-08,207.929993,208.699997,205.910004,206.350006,205.528473,2187200
2022-06-09,205.419998,206.330002,201.380005,201.410004,200.608139,3061100
2022-06-10,198.389999,198.389999,195.360001,195.429993,194.651932,5703800
2022-06-13,190.649994,191.179993,186.679993,187.449997,186.703705,10468300
2022-06-14,188.509995,189.050003,185.270004,186.919998,186.175812,7045900
2022-06-15,188.610001,192.130005,186.179993,189.639999,188.884995,5011700
2022-06-16,185.380005,185.679993,181.669998,183.020004,182.291351,8225100
2022-06-17,183.259995,185.410004,181.800003,183.710007,182.978607,5252700
2022-06-21,186.690002,189.029999,186.690002,188.160004,187.410889,6103400
2022-06-22,185.910004,189.949997,185.619995,188.130005,187.381012,7321300
2022-06-23,188.130005,189.570007,186.460007,189.080002,189.080002,6675800
2022-06-24,190.919998,195.220001,190.589996,195.190002,195.190002,3856400
2022-06-27,195.630005,196.009995,193.899994,194.589996,194.589996,5950400
2022-06-28,195.440002,196.850006,190.559998,190.580002,190.580002,6012700
2022-06-29,190.789993,191.179993,189.179993,190.259995,190.259995,4155800
2022-06-30,188.000000,190.309998,186.130005,188.619995,188.619995,4250300
2022-07-01,188.190002,190.869995,186.899994,190.610001,190.610001,3223100
2022-07-05,188.360001,191.309998,186.360001,191.289993,191.289993,3986100
2022-07-06,191.289993,192.899994,189.880005,191.669998,191.669998,2981000
2022-07-07,192.630005,195.220001,192.589996,194.830002,194.830002,2919300
2022-07-08,194.059998,195.699997,193.009995,194.630005,194.630005,2799200
2022-07-11,193.380005,193.750000,191.809998,192.169998,192.169998,3033800
2022-07-12,192.000000,193.240005,189.600006,190.509995,190.509995,2640300
2022-07-13,187.789993,191.089996,187.389999,189.679993,189.679993,3322400
2022-07-14,187.279999,189.190002,185.580002,188.839996,188.839996,3355600
2022-07-15,191.190002,192.550003,189.979996,192.509995,192.509995,2914600
2022-07-18,194.289993,194.770004,190.539993,191.179993,191.179993,3974200
2022-07-19,193.270004,196.720001,192.990005,196.520004,196.520004,3287500
2022-07-20,196.429993,198.750000,195.990005,198.110001,198.110001,3332400
2022-07-21,197.630005,200.070007,196.460007,200.070007,200.070007,2929300
2022-07-22,200.000000,200.800003,196.729996,197.899994,197.899994,2717400
2022-07-25,198.339996,198.600006,196.990005,198.169998,198.169998,2997100
2022-07-26,197.289993,197.330002,195.279999,195.720001,195.720001,2918500
2022-07-27,197.509995,201.720001,197.309998,200.860001,200.860001,2902200
2022-07-28,201.020004,203.729996,199.330002,203.479996,203.479996,2670700
2022-07-29,204.169998,206.779999,203.600006,206.250000,206.250000,3341900
2022-08-01,204.970001,207.039993,204.289993,205.770004,205.770004,3531500
2022-08-02,205.000000,207.039993,203.880005,204.660004,204.660004,3020900
2022-08-03,205.919998,208.529999,205.740005,207.949997,207.949997,2827100
2022-08-04,207.940002,208.250000,206.919998,207.750000,207.750000,2261800
2022-08-05,205.690002,208.080002,205.500000,207.679993,207.679993,2758200
2022-08-08,208.619995,210.169998,207.270004,207.869995,207.869995,3024200
2022-08-09,207.440002,207.570007,205.970001,206.559998,206.559998,1829500
2022-08-10,210.289993,211.419998,209.539993,211.270004,211.270004,2878200
2022-08-11,212.820007,214.039993,210.919998,211.279999,211.279999,2835000
2022-08-12,212.429993,214.990005,211.869995,214.940002,214.940002,2365800
2022-08-15,213.839996,216.080002,213.690002,215.779999,215.779999,4479200
2022-08-16,215.410004,217.199997,214.589996,216.240005,216.240005,2835600
2022-08-17,214.389999,215.779999,213.160004,214.300003,214.300003,4007942
